Player_ID,Player_Name,Season,Team,Country,Role,Matches,Innings,Runs,Highest_Score,Average,Strike_Rate,Fours,Sixes,Wickets,Economy,Bowling_Average,Catches,Player_Price_Cr,Status,Date_Updated
P101,SURYAKUMAR YADAV,2023,Kolkata Knight Riders,,Bowler,7,8,,111,6.32,-10,58,55,2,11.97,28.09,7,,Retained,3/3/2024
P087, Virat Kohli ,2023,Kolkata Knight Riders,India,Batter,13,12,305,101,57.95,-10,30,0,10,11.29,13.92,2,4.9,Playing,5/5/2023
P119,MS Dhoni,2024,SRH,New Zealand,Wicket Keeper,9,14,,132,13.73,174.58,61,58,15,4.36,20.46,16,,Playing,8/21/2023
P168, ROHIT SHARMA ,2023,SRH,,Wicket Keeper,9,5,,0,13.69,350,39,16,30,5.97,41.03,2,,Retained,2/11/2025
P107,Virat Kohli,2023,Chennai Super Kings,Australia,Batter,7,8,,70,57.18,,7,15,8,4.52,29.88,8,15.82,Injured,6/21/2024
P139,KL Rahul,2025,Sunrisers Hyderabad,,Wicket Keeper,4,9,,104,14.87,,70,51,10,10.09,36.29,10,,Playing,11/10/2024
P113,Virat Kohli,2025,RCB,South Africa,All-rounder,12,14,404,40,76.67,-10,69,3,4,7.29,38.43,2,,Released,1/22/2025
P031,KL RAHUL,2023,RCB,India,Bowler,6,1,384,134,69.25,85.31,63,10,14,6.17,42.22,11,,Playing,19/10/2024
P176,Rohit Sharma,2023,Kolkata Knight Riders,New Zealand,All-rounder,8,6,,20,61.38,197.95,5,54,26,7.09,34.59,4,15.35,Playing,3/11/2025
P128,Virat Kohli,2023,Mumbai Indians,England,Batter,11,10,105,150,48.61,350,42,2,8,5.51,28.66,14,9.87,Playing,10/18/2024
P154,SHUBMAN GILL,2024,RCB,England,Wicket Keeper,10,6,,84,13.75,208.13,86,22,9,7.83,49.06,0,,Released,22/01/2025
P201, Shubman Gill ,2023,Chennai Super Kings,India,All-rounder,0,8,289,83,58.09,,78,17,23,11.09,21.01,0,1.46,Playing,1/19/2024
P044,ROHIT SHARMA,2024,Mumbai Indians,New Zealand,Wicket Keeper,7,0,,72,14.67,350,31,42,15,3.58,14.33,7,18.15,Retained,28/08/2023
P019,Ruturaj Gaikwad,2024,RCB,,Batter,6,5,,85,65.51,,62,53,23,5.17,25.23,8,0.57,Retained,1/12/2024
P019, ROHIT SHARMA ,2023,Mumbai Indians,South Africa,Bowler,3,2,834,84,67.52,350,8,42,27,10.55,24.89,12,,Retained,9/26/2023
P083, Jasprit Bumrah ,2023,Mumbai Indians,England,All-rounder,7,3,,68,11.75,350,80,13,12,3.14,16.41,9,16.05,Released,9/6/2024
P080,RAVINDRA JADEJA,2024,RCB,England,Wicket Keeper,7,3,,90,45.54,350,11,40,7,7.88,33.31,14,,Retained,7/9/2025
P021,Rohit Sharma,2025,Royal Challengers Bengaluru,,All-rounder,9,7,,96,35.08,,24,60,19,3.18,45.99,5,,Retained,10/31/2023
P092,KL Rahul,2025,Mumbai Indians,England,Bowler,14,5,109,106,34.62,350,56,59,1,10.02,36.03,11,5.93,Injured,4/15/2023
P130,KL RAHUL,2023,Kolkata Knight Riders,New Zealand,All-rounder,1,11,358,128,44.01,-10,98,39,9,5.32,10.19,10,14.03,Playing,3/7/2025
P189,KL Rahul,2025,Mumbai Indians,,Wicket Keeper,11,3,117,133,36.2,198.92,9,42,9,6.76,33.43,1,2.72,Retained,3/24/2024
P011,Rohit Sharma,2024,SRH,,Batter,2,3,745,3,37.8,,40,58,7,6.18,32.06,2,15.58,Injured,5/11/2025
P088, MS Dhoni ,2023,KKR,South Africa,Batter,8,1,0,54,26.5,350,78,3,20,9.29,35.02,19,7.91,Released,27/05/2023
P212,Ruturaj Gaikwad,2023,Mumbai Indians,Australia,Batter,7,1,83,143,5.46,350,77,1,26,7.44,44.38,18,,Retained,1/10/2025
P184,HARDIK PANDYA,2025,RCB,,All-rounder,7,13,,14,54.91,350,54,45,18,10.23,36.14,19,,Retained,24/05/2023
P039,Suryakumar Yadav,2024,CSK,England,Batter,7,12,890,24,28.06,169.56,5,57,6,5.91,31.84,13,,Injured,8/4/2025
P196,Ravindra Jadeja,2024,KKR,Australia,Wicket Keeper,7,3,364,23,41.92,350,76,39,13,8.41,21.77,12,15.6,Released,3/15/2025
P157,Hardik Pandya,2024,Royal Challengers Bengaluru,South Africa,All-rounder,1,3,,88,49.35,83.8,51,18,5,3.95,16.47,16,,Retained,1/18/2024
P126,VIRAT KOHLI,2025,Kolkata Knight Riders,South Africa,Batter,6,14,591,103,33.33,203.51,26,3,4,8.19,24.68,3,7.74,Retained,19/01/2024
P112,KL Rahul,2023,Kolkata Knight Riders,England,Bowler,3,6,437,138,49.14,-10,66,26,7,11.93,23.73,0,,Injured,4/3/2023
P069,Ruturaj Gaikwad,2023,KKR,India,Wicket Keeper,5,12,,9,50,148.85,23,3,19,4.46,16.9,10,12.93,Released,6/5/2024
P104,MS Dhoni,2025,Sunrisers Hyderabad,South Africa,All-rounder,4,0,10,6,77.92,176.18,93,52,9,3.11,17.73,11,,Released,9/1/2023
P030,SHUBMAN GILL,2025,CSK,New Zealand,All-rounder,7,0,534,97,31.8,,43,28,25,9.32,18.23,0,17.52,Injured,30/09/2023
P016,RUTURAJ GAIKWAD,2024,Royal Challengers Bengaluru,New Zealand,Batter,10,14,585,56,5.98,-10,77,26,20,12,45.84,4,0.83,Injured,6/4/2023
P096,Hardik Pandya,2025,Kolkata Knight Riders,New Zealand,Wicket Keeper,12,9,,128,63.21,166.79,52,48,9,3.14,47.23,9,4.59,Injured,17/08/2025
P089,MS Dhoni,2025,SRH,India,Wicket Keeper,3,9,582,112,8,-10,70,16,19,9.66,15.35,2,10.15,Released,9/7/2025
P124,Hardik Pandya,2025,RCB,India,Batter,4,1,146,38,73.27,-10,25,23,26,10.4,34.33,10,21.93,Playing,5/10/2024
P077,Ruturaj Gaikwad,2024,SRH,England,Bowler,13,12,168,45,48.24,,66,38,7,3.52,30.68,8,10.22,Retained,10/13/2024
P086,Virat Kohli,2024,Kolkata Knight Riders,India,Batter,3,10,,7,40.43,,68,18,4,5.73,14.15,0,14.23,Playing,21/01/2024
P003, Virat Kohli ,2025,Chennai Super Kings,South Africa,Wicket Keeper,3,13,,142,45.04,177.49,59,24,16,4.94,44.49,9,7.34,Injured,12/5/2023
P051,Virat Kohli,2023,Sunrisers Hyderabad,England,All-rounder,14,1,442,145,72.5,119.99,91,13,14,3.2,15.28,2,9.33,Injured,11/8/2023
P142,Ravindra Jadeja,2025,CSK,India,Bowler,13,8,499,88,14.92,-10,99,20,18,6.73,21.91,11,15.77,Injured,4/29/2024
P182,Virat Kohli,2024,Kolkata Knight Riders,South Africa,Wicket Keeper,10,6,630,46,60.12,,20,4,30,3.04,40.49,3,1.86,Playing,20/06/2023
P211,KL Rahul,2023,KKR,New Zealand,Bowler,3,0,37,63,64.63,350,30,11,4,7.73,14.68,19,9.12,Released,7/12/2024
P199,SHUBMAN GILL,2023,Chennai Super Kings,England,Batter,6,14,656,83,11.92,350,26,48,18,4.74,37.69,15,4.12,Retained,5/23/2024
P133, HARDIK PANDYA ,2023,Royal Challengers Bengaluru,Australia,Batter,12,0,,136,7.05,,13,7,10,11.38,36.94,2,,Retained,8/15/2024
P184,KL Rahul,2023,Mumbai Indians,South Africa,Bowler,14,1,458,116,72.33,350,4,8,13,7.24,42.53,9,,Playing,9/8/2024
P108,SURYAKUMAR YADAV,2023,RCB,England,Bowler,14,5,396,108,58.68,-10,46,37,1,5.24,32.97,14,21.12,Injured,11/10/2024
P012,Hardik Pandya,2025,CSK,Australia,Bowler,10,10,,30,77.69,156.8,10,59,14,6.28,22.09,0,,Released,3/27/2024
P017,Rohit Sharma,2023,Royal Challengers Bengaluru,New Zealand,All-rounder,9,11,,1,52.88,350,29,36,22,5.9,20.62,10,,Playing,5/5/2023
P003,JASPRIT BUMRAH,2023,CSK,Australia,Bowler,4,2,,35,31.65,350,29,24,25,5.26,13.55,5,,Released,6/24/2024
P132,VIRAT KOHLI,2024,Mumbai Indians,South Africa,All-rounder,6,3,721,125,40.45,203.67,87,24,3,3.31,36.36,14,,Playing,2/3/2025
P014,Virat Kohli,2024,Chennai Super Kings,Australia,Wicket Keeper,9,3,16,11,46.04,,0,27,16,3.22,42,19,16.25,Injured,24/10/2024
P117,SURYAKUMAR YADAV,2023,CSK,South Africa,Batter,5,2,216,45,24.22,-10,47,6,8,4.78,42.2,7,17.66,Playing,12/18/2024
P188,SHUBMAN GILL,2024,MI,India,Batter,10,12,743,44,37.25,350,33,48,6,9.82,49.91,5,20.72,Released,10/15/2023
P113, SHUBMAN GILL ,2024,Kolkata Knight Riders,,Bowler,11,0,760,95,59.6,350,98,6,6,11.23,37.7,14,,Retained,8/23/2023
P049,Hardik Pandya,2023,Royal Challengers Bengaluru,Australia,Bowler,13,5,,74,36.94,123.73,94,42,5,7.82,16.23,6,17.04,Released,7/17/2025
P012,MS Dhoni,2024,Kolkata Knight Riders,,Wicket Keeper,4,11,,55,45.87,-10,21,29,24,5.26,30.24,4,7.9,Playing,4/10/2025
P054,Rohit Sharma,2024,Chennai Super Kings,England,Bowler,14,10,759,28,41.71,350,91,12,6,11.61,18.72,14,,Playing,16/12/2024
P014,Rohit Sharma,2024,Sunrisers Hyderabad,India,All-rounder,14,10,,94,65.08,,67,47,21,10.8,33.77,0,,Playing,8/5/2023
P196,Shubman Gill,2024,Kolkata Knight Riders,England,All-rounder,6,6,152,146,14.03,,40,43,3,9.74,30.91,13,,Retained,6/24/2025
P088,Virat Kohli,2023,Chennai Super Kings,India,Bowler,14,12,152,5,39.89,-10,6,44,26,3.63,39.7,7,6.08,Playing,10/19/2023
P127, Ravindra Jadeja ,2023,KKR,Australia,Batter,12,8,156,140,5.01,350,76,6,25,8.9,30.34,16,18.96,Injured,7/9/2024
P053,JASPRIT BUMRAH,2024,MI,South Africa,Wicket Keeper,0,2,413,116,9.03,350,48,46,20,10.21,33.57,13,,Playing,1/1/2025
P136,SURYAKUMAR YADAV,2024,Kolkata Knight Riders,India,Wicket Keeper,0,14,653,146,75.99,350,30,50,30,11.94,40.41,2,1.22,Retained,7/22/2023
P143,Virat Kohli,2023,Royal Challengers Bengaluru,New Zealand,All-rounder,0,2,418,77,38.03,157.94,57,30,22,6.03,41.92,5,6.7,Injured,21/07/2023
P070,JASPRIT BUMRAH,2025,KKR,England,Wicket Keeper,2,8,,120,32.55,-10,4,48,16,5.03,22.89,10,,Released,4/14/2025
P136,Hardik Pandya,2024,Mumbai Indians,South Africa,Bowler,2,0,370,41,38.96,-10,24,16,17,3.09,41.65,2,,Released,8/3/2023
P050, Rohit Sharma ,2024,KKR,England,Wicket Keeper,8,8,105,114,66.08,137.33,10,31,17,5.29,34.66,2,,Playing,26/01/2024
P014,KL RAHUL,2024,Mumbai Indians,England,Wicket Keeper,2,0,49,7,56.37,350,100,47,20,6.31,29.4,12,,Released,9/26/2023
P041,Suryakumar Yadav,2023,Chennai Super Kings,England,Bowler,2,11,,69,65.74,350,6,17,17,9.36,22.38,13,,Injured,4/10/2025
P139, ROHIT SHARMA ,2025,RCB,England,All-rounder,13,12,35,68,49.78,350,73,18,29,3.96,19.66,7,23.92,Retained,10/1/2024
P116,Hardik Pandya,2023,Kolkata Knight Riders,England,Batter,3,4,793,40,35.33,200.11,88,58,8,11.23,31.48,0,,Released,5/28/2023
P047,Ravindra Jadeja,2025,SRH,South Africa,Bowler,11,1,73,43,60.23,350,66,14,2,5,15.83,1,17.67,Injured,5/19/2025
P170,MS DHONI,2024,RCB,,Batter,3,0,357,77,15.57,-10,63,18,5,6.29,21.35,17,5.75,Released,6/5/2023
P002,Virat Kohli,2023,MI,England,Wicket Keeper,9,3,157,141,26.39,-10,100,53,19,5.91,11.33,15,,Injured,25/11/2024
P162,VIRAT KOHLI,2025,Kolkata Knight Riders,,Batter,8,12,,95,42.57,,77,44,26,11.26,18.1,9,14.88,Playing,5/8/2024
P219,RUTURAJ GAIKWAD,2025,Royal Challengers Bengaluru,Australia,Wicket Keeper,8,11,368,98,75.24,,11,59,12,4.3,48.08,16,7.32,Injured,2/1/2024
P203, MS DHONI ,2025,Royal Challengers Bengaluru,India,Bowler,1,13,170,99,17.17,350,50,18,16,8.29,32.51,18,1,Injured,30/07/2023
P214,Jasprit Bumrah,2023,Royal Challengers Bengaluru,,All-rounder,5,7,716,16,68.09,-10,32,51,10,8.88,25.09,19,8.31,Released,3/7/2024
P175,Suryakumar Yadav,2023,Sunrisers Hyderabad,Australia,Batter,12,7,,83,6.47,350,30,5,5,6.15,43.84,5,,Playing,8/23/2024
P130,SURYAKUMAR YADAV,2024,RCB,South Africa,Batter,8,6,381,25,78.1,350,84,1,27,11.8,19.87,12,10.64,Injured,12/10/2023
P169,Jasprit Bumrah,2023,CSK,England,Batter,2,3,106,109,6.13,350,89,12,4,3.19,45.59,14,,Retained,6/17/2023
P193,Ravindra Jadeja,2024,KKR,India,Bowler,4,0,,75,31.59,-10,44,59,1,11.43,43.46,0,,Playing,4/8/2024
P187, SHUBMAN GILL ,2025,Chennai Super Kings,New Zealand,Batter,12,8,672,24,68.27,,79,43,13,10.11,45.23,17,,Released,17/08/2023
P205,KL Rahul,2025,Mumbai Indians,New Zealand,Wicket Keeper,0,11,,92,69.14,350,60,50,3,7.58,21.74,3,11.67,Retained,25/04/2023
P071,MS Dhoni,2023,Kolkata Knight Riders,New Zealand,All-rounder,2,8,283,41,57.81,100.44,4,34,5,8.67,25.54,7,,Retained,24/05/2023
P116,VIRAT KOHLI,2024,RCB,New Zealand,All-rounder,5,12,308,40,50.75,,38,40,29,10.13,33.17,16,4.84,Retained,5/4/2024
P026,Jasprit Bumrah,2025,KKR,India,Batter,3,6,,53,50.28,-10,14,40,17,8.83,39.46,5,,Retained,11/15/2024
P209, Jasprit Bumrah ,2025,KKR,India,Bowler,8,14,195,123,68.05,-10,69,45,1,3.68,41.99,16,14.86,Injured,2/4/2024
P047,RAVINDRA JADEJA,2024,KKR,England,All-rounder,7,14,678,105,32.56,-10,83,2,5,8.52,45.14,13,18.73,Injured,3/9/2024
P214,KL Rahul,2025,Kolkata Knight Riders,South Africa,Wicket Keeper,2,9,109,71,52.32,350,50,38,4,6.63,44.41,19,,Released,23/10/2024
P171,Ravindra Jadeja,2025,Kolkata Knight Riders,England,All-rounder,9,2,572,140,48.76,,21,30,10,11.27,21.85,13,24.54,Playing,6/3/2024
P023,MS Dhoni,2023,Mumbai Indians,,Bowler,11,6,,47,52.67,-10,72,1,15,6.32,45.86,12,22.56,Playing,10/16/2024
P118,Ravindra Jadeja,2024,CSK,New Zealand,Bowler,8,10,449,79,43.16,,62,56,24,3.82,43.44,4,,Playing,3/3/2024
P182, MS Dhoni ,2024,CSK,England,All-rounder,6,9,307,76,26.54,-10,8,44,11,8.07,40.89,12,9.85,Released,9/8/2024
P187,Suryakumar Yadav,2025,RCB,South Africa,Batter,2,3,532,41,40.62,214.24,83,59,26,11.08,20.96,10,9.99,Injured,29/05/2023
P212,VIRAT KOHLI,2024,MI,,Wicket Keeper,14,10,,135,45.82,,20,4,27,5.32,49.15,15,14.9,Retained,29/10/2023
P129,KL RAHUL,2025,SRH,England,All-rounder,1,0,621,83,52.67,-10,57,0,22,10.58,21.02,7,17.97,Retained,8/19/2025
P015,Suryakumar Yadav,2023,SRH,South Africa,All-rounder,1,5,94,46,28.44,,91,49,0,5.62,35.63,8,13.54,Released,27/06/2023
P143, SURYAKUMAR YADAV ,2023,CSK,South Africa,Batter,0,12,267,121,75.31,96.91,89,15,12,5.27,27.46,7,20.87,Playing,1/15/2024
P130,JASPRIT BUMRAH,2024,MI,South Africa,Wicket Keeper,8,9,,51,49.01,,7,30,30,10.91,11.25,20,,Injured,7/30/2023
P207,SURYAKUMAR YADAV,2024,RCB,Australia,Bowler,9,6,,113,37.39,,75,6,23,3.63,10.41,9,12.16,Released,18/06/2023
P166,RUTURAJ GAIKWAD,2023,Chennai Super Kings,Australia,All-rounder,1,8,,35,33.51,,40,49,15,4.29,13.15,7,23.65,Retained,11/23/2023
P181,Suryakumar Yadav,2025,Royal Challengers Bengaluru,New Zealand,Bowler,6,6,,22,17.07,-10,45,53,17,4.7,17.32,10,,Playing,7/9/2024
P142, Suryakumar Yadav ,2023,Royal Challengers Bengaluru,England,Bowler,9,3,830,25,65.2,-10,68,25,24,3.32,24.29,15,10.35,Playing,4/17/2024
P204,Hardik Pandya,2023,Kolkata Knight Riders,England,Batter,9,9,,68,47.09,-10,91,29,22,7.32,24.41,11,9.82,Released,2/2/2024
P073,Hardik Pandya,2023,Royal Challengers Bengaluru,Australia,All-rounder,13,3,,49,79.6,208.23,93,34,5,4.11,47.4,13,,Injured,11/2/2025
P123,HARDIK PANDYA,2024,Mumbai Indians,South Africa,Batter,13,11,,78,27.02,103.51,52,4,19,11.06,12.95,9,4.92,Retained,5/2/2025
P039,HARDIK PANDYA,2023,Chennai Super Kings,,Batter,11,13,751,24,27.79,-10,27,34,28,10.04,31.91,12,1.5,Retained,28/05/2023
P150,Hardik Pandya,2023,RCB,Australia,All-rounder,2,10,626,13,62.89,,21,4,24,11.39,31.34,7,11.6,Released,13/12/2023
P077,Ravindra Jadeja,2025,Mumbai Indians,,Wicket Keeper,11,14,372,46,52.4,-10,10,24,6,6.87,35.67,16,17.55,Playing,6/29/2025
P012,HARDIK PANDYA,2024,Chennai Super Kings,India,All-rounder,6,5,12,29,40.45,-10,68,14,14,7.85,46.79,19,16.78,Playing,9/12/2025
P139,SURYAKUMAR YADAV,2024,Royal Challengers Bengaluru,South Africa,Batter,4,13,,111,33.24,,24,60,2,7.71,41.86,1,,Injured,4/12/2024
P208,VIRAT KOHLI,2025,Kolkata Knight Riders,Australia,Bowler,2,9,,128,68.71,147.05,99,42,8,3.27,42.47,16,,Retained,10/16/2023
P101,KL Rahul,2024,KKR,,All-rounder,1,10,494,35,53.07,-10,26,24,6,11.45,16.36,14,12.83,Retained,1/13/2024
P062,Jasprit Bumrah,2024,MI,New Zealand,All-rounder,7,14,609,53,10.92,-10,41,36,1,6.24,21.08,18,,Playing,2/4/2025
P074,Virat Kohli,2024,RCB,India,All-rounder,6,4,375,114,17.45,,71,36,29,8.45,16.66,14,,Playing,4/29/2023
P012, Hardik Pandya ,2024,Sunrisers Hyderabad,England,Batter,2,9,546,126,25.56,-10,71,6,15,7.79,24.44,3,,Playing,10/17/2024
P183,Suryakumar Yadav,2023,Kolkata Knight Riders,New Zealand,Bowler,12,8,,43,28.36,350,10,10,30,3.64,13.8,5,,Retained,7/17/2024
P165,Hardik Pandya,2025,SRH,South Africa,Wicket Keeper,10,7,589,91,65.96,-10,46,51,4,8.83,39.3,11,18.17,Retained,3/5/2024
P084,KL Rahul,2024,Royal Challengers Bengaluru,New Zealand,Bowler,6,0,,148,17.59,-10,70,12,5,8.22,37.84,18,23.63,Playing,14/07/2023
P207,Ruturaj Gaikwad,2023,Royal Challengers Bengaluru,England,Wicket Keeper,7,11,89,145,43.14,-10,86,37,24,9.13,49.23,19,,Injured,12/31/2024
P020,Jasprit Bumrah,2025,SRH,New Zealand,All-rounder,6,12,339,24,62.27,-10,38,46,27,3.38,22.78,1,,Retained,18/09/2023
P156,Ravindra Jadeja,2024,Sunrisers Hyderabad,Australia,Batter,5,8,466,141,51.23,-10,39,25,21,7.7,27.71,3,,Retained,4/18/2023
P136,Shubman Gill,2023,RCB,Australia,Bowler,10,6,456,143,8.06,111.68,36,44,6,7.1,33.29,15,15.43,Retained,6/25/2024
P157,Jasprit Bumrah,2025,Chennai Super Kings,India,Wicket Keeper,9,9,,113,42.73,,52,2,11,8.65,17.78,16,,Playing,4/20/2025
P030,Shubman Gill,2025,Royal Challengers Bengaluru,New Zealand,All-rounder,4,10,,21,11.27,-10,50,52,15,9.17,19.2,2,15.49,Released,7/7/2024
P131,Hardik Pandya,2025,RCB,New Zealand,Batter,5,2,,45,48.77,,75,33,18,8.83,10.31,8,,Playing,11/20/2023
P173,Suryakumar Yadav,2023,MI,New Zealand,Bowler,14,9,546,78,63.77,350,51,12,23,8.14,41.23,15,13.16,Released,7/8/2023
P007,Jasprit Bumrah,2023,Chennai Super Kings,India,All-rounder,7,12,278,115,15.31,350,62,9,29,10.42,17.64,8,,Playing,4/15/2025
P045,Suryakumar Yadav,2025,Sunrisers Hyderabad,India,Bowler,13,2,,103,25.8,-10,74,35,21,10.75,40.97,11,21.62,Playing,25/02/2025
P133,Rohit Sharma,2024,MI,India,Batter,6,10,237,30,55.12,-10,25,10,15,8.68,30.6,12,,Retained,11/3/2024
P136,KL Rahul,2025,Kolkata Knight Riders,India,Wicket Keeper,11,8,45,17,75.93,350,39,32,6,4.15,24.81,8,0.96,Playing,6/3/2024
P181, Ruturaj Gaikwad ,2025,Chennai Super Kings,,Wicket Keeper,0,10,535,49,44.78,192.32,56,16,22,11.52,25.33,11,10.09,Released,1/25/2024
P148, Suryakumar Yadav ,2023,Mumbai Indians,England,Wicket Keeper,5,5,810,83,62.96,-10,96,27,27,4.01,24.16,11,,Released,10/4/2024
P022,Suryakumar Yadav,2023,Sunrisers Hyderabad,South Africa,All-rounder,10,8,268,44,72.32,-10,18,60,3,4.61,13.47,14,,Retained,15/08/2025
P086,Rohit Sharma,2024,Kolkata Knight Riders,South Africa,Bowler,2,1,201,24,38.56,,98,31,25,7.66,32.72,15,,Playing,9/9/2023
P211,Ruturaj Gaikwad,2025,MI,India,Batter,14,3,315,13,28.69,-10,37,53,11,4.57,31.83,9,2.08,Retained,11/17/2024
P098,Hardik Pandya,2023,KKR,India,Wicket Keeper,10,6,,49,63.13,88.25,24,47,25,6.5,19.79,12,9.21,Injured,27/02/2025
P203,KL Rahul,2024,Sunrisers Hyderabad,India,All-rounder,5,4,,45,77.12,140.44,78,35,24,5.27,26.73,8,,Released,10/21/2024
P143,KL RAHUL,2025,KKR,India,Bowler,10,1,,40,26.6,350,8,41,23,6.6,37.31,13,,Released,27/04/2023
P133, Hardik Pandya ,2025,MI,,Bowler,1,10,36,52,54.99,,9,18,25,8.16,32.14,7,,Playing,1/4/2024
P169,Suryakumar Yadav,2024,Kolkata Knight Riders,South Africa,Wicket Keeper,2,9,,110,78.36,350,8,16,26,9.7,39.93,1,15.91,Released,1/26/2024
P134, Virat Kohli ,2025,MI,South Africa,All-rounder,11,1,561,86,72.1,350,83,52,27,11.95,24.85,1,12.07,Retained,10/16/2023
P171,Jasprit Bumrah,2024,Kolkata Knight Riders,Australia,Batter,5,9,,150,29.85,350,97,30,6,6.33,38.58,0,,Released,9/12/2023
P090,MS DHONI,2025,SRH,South Africa,Batter,2,3,,1,49.69,172.01,65,10,0,6.43,21.03,13,,Injured,9/3/2024
P168, Rohit Sharma ,2024,Mumbai Indians,India,Bowler,11,11,804,17,57.76,,49,18,4,5.51,37.33,11,,Playing,30/06/2024
P111,MS Dhoni,2024,Sunrisers Hyderabad,South Africa,Batter,10,3,555,103,16.23,,37,44,14,4.38,44.41,13,,Retained,9/7/2024
P163,Shubman Gill,2024,Kolkata Knight Riders,England,Wicket Keeper,12,1,62,120,59.71,350,33,9,16,5.93,48.86,19,,Retained,6/7/2025
P155,ROHIT SHARMA,2024,CSK,New Zealand,All-rounder,7,7,,85,7.72,350,46,3,11,9.18,14.1,5,,Playing,10/30/2024
P051,JASPRIT BUMRAH,2025,Mumbai Indians,,Bowler,13,13,492,101,46.23,350,3,34,29,8.59,46.15,19,14.68,Injured,9/5/2023
P098,Jasprit Bumrah,2024,Mumbai Indians,Australia,Wicket Keeper,11,6,,21,73.82,350,5,46,27,8.94,38.75,4,,Released,27/04/2023
P066,Hardik Pandya,2025,Kolkata Knight Riders,India,Batter,10,10,122,24,24.31,,95,40,1,4.56,12.09,10,21.09,Injured,31/08/2024
P002,Rohit Sharma,2023,Kolkata Knight Riders,India,All-rounder,4,9,119,55,28.34,,91,13,1,7.45,34.07,5,,Injured,23/04/2025
P046,Shubman Gill,2024,Kolkata Knight Riders,South Africa,All-rounder,1,8,,31,72.62,120.4,33,13,3,10.04,16.16,13,6.31,Injured,5/5/2024
P014,KL Rahul,2024,Chennai Super Kings,India,Batter,14,4,266,101,66.97,-10,83,39,3,10.46,19.82,17,,Retained,10/16/2024
P056,Hardik Pandya,2023,MI,,Batter,4,8,,55,65.21,,44,23,27,9.56,43.05,18,6.28,Playing,23/08/2024
P122, KL Rahul ,2023,MI,New Zealand,All-rounder,3,4,,87,32.29,,70,58,4,7.38,27.48,2,,Playing,17/05/2023
P197,Suryakumar Yadav,2025,RCB,Australia,Wicket Keeper,6,9,,125,69.08,350,26,21,18,8.69,34.19,7,22.06,Injured,2/29/2024
P028,Ravindra Jadeja,2023,Mumbai Indians,South Africa,Wicket Keeper,11,5,112,17,5.29,350,10,9,14,3.06,31.5,17,,Playing,7/1/2025
P181,JASPRIT BUMRAH,2023,RCB,England,Bowler,3,2,,56,79.74,350,2,44,4,11.63,27.5,18,18.73,Retained,3/10/2024
P054, Suryakumar Yadav ,2024,KKR,India,Batter,5,0,211,117,55.17,350,7,17,8,3.65,18.79,1,6.76,Playing,2/22/2025
P113,Rohit Sharma,2023,Sunrisers Hyderabad,Australia,Bowler,13,2,386,103,14,115.24,12,46,2,5.17,29.07,10,14.18,Retained,7/10/2025
P192,Suryakumar Yadav,2025,Mumbai Indians,South Africa,Bowler,12,10,557,150,9.64,350,85,12,5,7.77,39.42,2,14.22,Playing,9/16/2024
P201,RUTURAJ GAIKWAD,2025,Kolkata Knight Riders,Australia,Wicket Keeper,5,9,,11,77.13,-10,59,40,9,11.66,30.97,3,14.49,Injured,10/11/2024
P164,Shubman Gill,2023,KKR,Australia,Bowler,12,9,392,86,24.46,350,98,36,25,7.97,34.77,13,,Injured,9/1/2025
P089,MS DHONI,2025,Mumbai Indians,Australia,Batter,0,14,,85,79.86,350,97,19,25,5.33,48.43,16,,Released,15/01/2024
P122,Hardik Pandya,2024,Chennai Super Kings,India,All-rounder,11,4,94,94,49.34,,20,1,15,8.33,37.6,9,,Playing,7/19/2023
P116,VIRAT KOHLI,2024,Royal Challengers Bengaluru,Australia,Bowler,6,13,261,0,27.01,-10,3,7,23,3.04,12.21,15,,Injured,2/3/2025
P004,Suryakumar Yadav,2025,MI,New Zealand,Wicket Keeper,1,8,,137,6.24,219.29,9,39,19,3.5,19.87,17,13.77,Injured,18/04/2025
P110,Shubman Gill,2023,RCB,Australia,Batter,0,14,816,110,62.52,,27,45,16,3.51,43.84,17,,Retained,2/18/2025
P123,Virat Kohli,2025,Mumbai Indians,India,All-rounder,11,0,808,48,63.88,-10,78,9,6,11.12,10.24,2,,Released,8/11/2025
P078,MS Dhoni,2023,RCB,,Wicket Keeper,13,1,,126,76.97,350,72,41,8,8.16,18.26,16,,Playing,18/03/2024
P052,KL Rahul,2023,RCB,South Africa,Wicket Keeper,9,12,,88,17.72,-10,67,34,1,10.56,18.95,15,,Released,6/1/2025
P147,Suryakumar Yadav,2024,Chennai Super Kings,New Zealand,Bowler,8,6,713,68,34.75,-10,66,3,20,10.91,18.8,11,,Retained,6/5/2023
P167,JASPRIT BUMRAH,2024,Mumbai Indians,New Zealand,Batter,11,0,676,74,72.76,113.05,67,11,10,4.89,11.36,0,24.87,Playing,26/07/2025
P096,SURYAKUMAR YADAV,2023,Mumbai Indians,India,Bowler,12,5,328,141,30.65,,39,2,2,7.21,33.5,9,22.21,Released,24/02/2024
P185,MS Dhoni,2023,CSK,Australia,Wicket Keeper,4,10,,50,20.18,-10,18,30,30,11.23,17.34,10,,Retained,9/9/2023
P159,Suryakumar Yadav,2024,Chennai Super Kings,South Africa,Bowler,5,3,,13,14.2,108.59,17,38,30,11.74,12.94,10,,Injured,12/11/2023
